x,y,z
453801.61859604745,6072202.289094995,-0.66
453801.4518433928,6072201.356544224,-0.66
453801.2850907381,6072200.423993452,-0.66
453801.11833808344,6072199.491442681,-0.66
453800.95158542873,6072198.55889191,-0.66
453800.784832774,6072197.626341139,-0.66
453800.65358340996,6072196.67909784,-0.66
453800.6179908344,6072195.692268347,-0.66
453800.45123817975,6072194.759717576,-0.66
453800.28448552504,6072193.827166805,-0.66
453800.2843962401,6072192.825644786,-0.66
453800.1176435854,6072191.893094014,-0.66
453800.11755430046,6072190.891571994,-0.66
453799.95080164575,6072189.959021223,-0.66
453799.95071236085,6072188.957499202,-0.66
453799.9506230759,6072187.955977182,-0.66
453799.81815040886,6072187.009240129,-0.66
453799.7837811362,6072186.02190439,-0.66
453799.7836918513,6072185.02038237,-0.66
453799.6768535631,6072184.20111015,-0.66
453799.61686222034,6072183.224377738,-0.66
453799.61677293543,6072182.222855718,-0.66
453799.61668365047,6072181.221333697,-0.66
453799.6165943655,6072180.219811677,-0.66
453799.61650508054,6072179.218289657,-0.66
453799.6164157956,6072178.216767636,-0.66
453799.783002189,6072177.284342526,-0.66
453799.7829129041,6072176.282820506,-0.66
453799.78282361914,6072175.281298486,-0.66
453799.7827343342,6072174.279776465,-0.66
453799.7826450492,6072173.278254445,-0.66
453799.9492314427,6072172.345829334,-0.66
453799.9491421578,6072171.344307314,-0.66
453800.11572855123,6072170.411882204,-0.66
453800.11563926627,6072169.410360184,-0.66
453800.28222565976,6072168.477935074,-0.66
453800.39853682875,6072167.524667914,-0.66
453800.51742706256,6072166.572469929,-0.66
453800.75427196955,6072165.669171122,-0.66
453800.78189555515,6072164.679137723,-0.66
453800.9484819486,6072163.746712612,-0.66
453801.1150683421,6072162.814287501,-0.66
453801.2816547355,6072161.881862392,-0.66
453801.448241129,6072160.949437281,-0.66
453801.6148275224,6072160.0170121705,-0.66
453801.7814139159,6072159.084587061,-0.66
453801.94801261806,6072158.290230109,-0.66
453802.1145990115,6072157.357805,-0.66
453802.2811854049,6072156.425379889,-0.66
453802.4477717984,6072155.4929547785,-0.66
453802.7710966742,6072154.633738945,-0.66
453802.780956894,6072153.766172717,-0.66
453802.9475432875,6072152.833747608,-0.66
453803.11412968097,6072151.901322497,-0.66
453803.37219144864,6072151.069114866,-0.66
453803.4473147765,6072150.174540436,-0.66
453803.61390116997,6072149.242115325,-0.66
453803.8996475894,6072148.359089081,-0.66
453803.9208426374,6072147.50445373,-0.66
453804.0599923598,6072146.698717557,-0.66
453804.19914208207,6072145.892981383,-0.66
453804.4359869897,6072144.989682575,-0.66
453804.6134564568,6072144.061769142,-0.66
453804.78004285024,6072143.129344031,-0.66
453804.9466292437,6072142.196918921,-0.66
453805.1765881968,6072141.376341237,-0.66
453805.2798143393,6072140.470136859,-0.66
453805.27973736305,6072139.606682998,-0.66
453805.5446469493,6072138.715018657,-0.66
453805.44788732333,6072137.811484129,-0.66
453805.6128454823,6072137.016447076,-0.66
453805.9418366271,6072136.1513483245,-0.66
453805.7793548995,6072135.220568105,-0.66
453805.945941293,6072134.288142995,-0.66
453806.1125276864,6072133.355717884,-0.66
453806.2791140799,6072132.423292774,-0.66
453806.27902479493,6072131.421770753,-0.66
453806.4456111884,6072130.489345644,-0.66
453806.44552190346,6072129.487823623,-0.66
453806.6121082969,6072128.555398513,-0.66
453806.7961988682,6072127.630229917,-0.66
453806.77861771407,6072126.759519542,-0.66
453806.81832947535,6072125.774497405,-0.66
453806.9451148226,6072124.825572411,-0.66
453806.9450255377,6072123.82405039,-0.66
453806.9449362527,6072122.82252837,-0.66
453807.14477395744,6072122.014415934,-0.66
453807.1114456699,6072121.026649399,-0.66
453807.27803206333,6072120.094224288,-0.66
453807.2779550871,6072119.230770427,-0.66
453807.2778658021,6072118.229248406,-0.66
453807.45704185724,6072117.3020424545,-0.66
453807.44437521935,6072116.433369435,-0.66
453807.7150818129,6072115.544108296,-0.66
453807.7362768609,6072114.6894729445,-0.66
453807.855167094,6072113.73727496,-0.66
453807.9440697321,6072112.910708403,-0.66
453808.11066843424,6072112.116351452,-0.66
453808.2726162603,6072111.320066438,-0.66
453808.29381130886,6072110.465431088,-0.66
453808.4545986756,6072109.659710202,-0.66
453808.64860068227,6072108.854012786,-0.66
453808.9269103344,6072107.999559109,-0.66
453808.83015070827,6072107.096024581,-0.66
453808.94349568366,6072106.279590816,-0.66
453809.11009438575,6072105.485233865,-0.66
453809.3452950604,6072104.581253426,-0.66
453809.73525668506,6072103.775694472,-0.66
453809.77654155326,6072102.895123604,-0.66
453810.10980362515,6072102.031795404,-0.66
453810.2763900186,6072101.099370293,-0.66
453810.442976412,6072100.166945183,-0.66
453810.6686693199,6072099.259023213,-0.66
453810.9055142275,6072098.3557244055,-0.66
453811.0244044607,6072097.403526421,-0.66
453811.2612493683,6072096.500227612,-0.66
453811.3801396015,6072095.548029628,-0.66
453811.4990298352,6072094.595831643,-0.66
453811.6090811663,6072093.639969411,-0.66
453811.7756675597,6072092.707544301,-0.66
453811.94225395314,6072091.775119191,-0.66
453812.1088403466,6072090.84269408,-0.66
453812.27542674006,6072089.910268971,-0.66
453812.44201313355,6072088.97784386,-0.66
453812.4492161428,6072087.979344926,-0.66
453812.608510242,6072087.043896729,-0.66
453812.7750966355,6072086.111471619,-0.66
453812.8058868429,6072085.1227509715,-0.66
453812.94159374404,6072084.177524488,-0.66
453813.1081801375,6072083.245099378,-0.66
453813.10809085256,6072082.243577358,-0.66
453813.274677246,6072081.311152248,-0.66
453813.4412636394,6072080.378727137,-0.66
453813.44117435446,6072079.377205117,-0.66
453813.60776074795,6072078.444780007,-0.66
453813.607671463,6072077.443257987,-0.66
453813.7742578564,6072076.510832876,-0.66
453813.9408442499,6072075.578407766,-0.66
453813.995724736,6072074.599673961,-0.66
453814.10734135844,6072073.644460635,-0.66
453814.1155505284,6072072.646378814,-0.66
453814.27383846696,6072071.710513505,-0.66
453814.273749182,6072070.708991485,-0.66
453814.44033557543,6072069.776566374,-0.66
453814.5911114616,6072068.837586875,-0.66
453814.60683268396,6072067.842619243,-0.66
453814.77341907745,6072066.910194133,-0.66
453814.8298274879,6072065.932093743,-0.66
453814.9399161859,6072064.976247002,-0.66
453815.1065025794,6072064.043821893,-0.66
453815.10641329444,6072063.042299872,-0.66
453815.2729996879,6072062.109874762,-0.66
453815.43958608137,6072061.177449651,-0.66
453815.6061724748,6072060.245024541,-0.66
453815.7727588683,6072059.312599431,-0.66
453815.8989040294,6072058.363409041,-0.66
453815.93925597676,6072057.3786523,-0.66
453816.10584237025,6072056.44622719,-0.66
453816.2724287637,6072055.5138020795,-0.66
453816.2723394788,6072054.512280059,-0.66
453816.4389258722,6072053.579854949,-0.66
453816.43883658724,6072052.578332929,-0.66
453816.60542298073,6072051.645907818,-0.66
453816.77200937417,6072050.713482708,-0.66
453816.93859576766,6072049.781057598,-0.66
453817.1051821611,6072048.8486324875,-0.66
453817.2066965965,6072047.889231209,-0.66
453817.2716792696,6072046.914685356,-0.66
453817.43826566305,6072045.982260247,-0.66
453817.4381763781,6072044.980738226,-0.66
453817.6047627716,6072044.048313116,-0.66
453817.83915736736,6072043.225899805,-0.66
453817.9379478672,6072042.321531055,-0.66
453818.10453426064,6072041.389105945,-0.66
453818.2711206541,6072040.456680834,-0.66
453818.29696818575,6072039.4659111565,-0.66
453818.4376177626,6072038.522733704,-0.66
453818.6042041561,6072037.590308594,-0.66
453818.6536388858,6072036.609317201,-0.66
453818.77070126456,6072035.656361463,-0.66
453818.93728765805,6072034.723936353,-0.66
453819.1038740515,6072033.791511242,-0.66
453819.1037847665,6072032.789989222,-0.66
453819.27037115995,6072031.857564112,-0.66
453819.27028187504,6072030.856042092,-0.66
453819.43686826853,6072029.923616981,-0.66
453819.60345466196,6072028.9911918705,-0.66
453819.603365377,6072027.98966985,-0.66
453819.60327609204,6072026.98814783,-0.66
453819.7698624855,6072026.05572272,-0.66
453819.76977320056,6072025.0542007,-0.66
453819.76968391566,6072024.052678679,-0.66
453819.9362703091,6072023.1202535685,-0.66
453819.9361810241,6072022.118731548,-0.66
453819.93609173916,6072021.117209529,-0.66
453819.9360024542,6072020.115687508,-0.66
453820.1025888477,6072019.183262398,-0.66
453820.1024995628,6072018.181740377,-0.66
453820.2690859562,6072017.2493152665,-0.66
453820.26899667125,6072016.247793246,-0.66
453820.43558306474,6072015.315368136,-0.66
453820.4354937798,6072014.313846116,-0.66
453820.6020801732,6072013.381421005,-0.66
453820.60199088824,6072012.379898985,-0.66
453820.60190160334,6072011.3783769645,-0.66
453820.7684879968,6072010.445951855,-0.66
453820.7683987118,6072009.444429834,-0.66
453820.76830942684,6072008.442907814,-0.66
453820.6015567722,6072007.510357043,-0.66
453820.6014674872,6072006.508835022,-0.66
453820.60137820226,6072005.507313002,-0.66
453820.6012889173,6072004.505790981,-0.66
453820.4916450204,6072003.549606569,-0.66
453820.4344469777,6072002.57171819,-0.66
453820.58697738766,6072001.645109948,-0.66
453820.2676173468,6072000.775713558,-0.66
453820.2675280618,6071999.774191538,-0.66
453820.1007754071,6071998.841640767,-0.66
453820.10068612214,6071997.840118746,-0.66
453819.99310049025,6071996.932096199,-0.66
453819.7671931214,6071996.113085363,-0.66
453819.6004404668,6071995.180534592,-0.66
453819.6003511818,6071994.179012571,-0.66
453819.4335985271,6071993.2464618,-0.66
453819.26684587245,6071992.313911029,-0.66
453819.2667565875,6071991.312389009,-0.66
453819.10000393284,6071990.3798382385,-0.66
453819.09991464793,6071989.378316218,-0.66
453818.9331619932,6071988.445765447,-0.66
453818.93307270826,6071987.444243426,-0.66
453818.93298342335,6071986.442721406,-0.66
453818.8992474768,6071985.4551235745,-0.66
453818.7661414837,6071984.508648614,-0.66
453818.7660521987,6071983.507126594,-0.66
453818.6603934159,6071982.549292998,-0.66
453818.5992102591,6071981.573053802,-0.66
453818.59912097413,6071980.571531782,-0.66
453818.76570736757,6071979.639106671,-0.66
453818.76561808266,6071978.637584651,-0.66
453818.7655287977,6071977.636062631,-0.66
453818.76543951273,6071976.634540611,-0.66
453818.7653625364,6071975.77108675,-0.66
453818.7652732515,6071974.769564729,-0.66
453818.5985205968,6071973.837013958,-0.66
453818.70642403356,6071972.928873949,-0.66
453818.4316909659,6071972.0410093255,-0.66
453818.26495061984,6071971.246526714,-0.66
453818.2648613349,6071970.245004694,-0.66
453818.2647720499,6071969.243482674,-0.66
453818.18942597654,6071968.41117785,-0.66
453818.097942419,6071967.447478041,-0.66
453818.09785313404,6071966.445956021,-0.66
453818.09776384913,6071965.444434,-0.66
453818.2461366811,6071964.504458293,-0.66
453818.36502691486,6071963.5522603085,-0.66
453818.483917148,6071962.600062324,-0.66
453818.72076205566,6071961.696763516,-0.66
453818.59735676827,6071960.7821827885,-0.66
453818.5972674833,6071959.780660768,-0.66
453818.5971781984,6071958.779138748,-0.66
453818.59708891343,6071957.777616727,-0.66
453818.59699962847,6071956.776094707,-0.66
453818.5969103435,6071955.774572686,-0.66
453818.59682105854,6071954.773050666,-0.66
453818.59673177364,6071953.771528645,-0.66
453818.5618560554,6071952.784402492,-0.66
453818.42988983396,6071951.837455854,-0.66
453818.42980054906,6071950.835933833,-0.66
453818.26304789435,6071949.903383062,-0.66
453818.2629586094,6071948.901861043,-0.66
453818.09620595473,6071947.969310271,-0.66
453818.09611666977,6071946.967788251,-0.66
453818.0960273848,6071945.966266231,-0.66
453817.92927473015,6071945.0337154595,-0.66
453817.76252207544,6071944.101164688,-0.66
453817.7624450991,6071943.237710827,-0.66
453817.6040477368,6071942.308623818,-0.66
453817.5956154682,6071941.441706195,-0.66
453817.626178344,6071940.452891305,-0.66
453817.59544920694,6071939.576730313,-0.66
453817.76203560043,6071938.644305203,-0.66
453817.8542594022,6071937.742653986,-0.66
453817.7618693392,6071936.779329321,-0.66
453817.76178005425,6071935.777807301,-0.66
453817.7616907693,6071934.7762852805,-0.66
453817.7616014843,6071933.774763261,-0.66
453817.7615121994,6071932.7732412405,-0.66
453817.76142291445,6071931.77171922,-0.66
453817.7613336295,6071930.7701972,-0.66
453817.7612443445,6071929.768675179,-0.66
453817.7611550596,6071928.767153159,-0.66
453817.76106577466,6071927.765631138,-0.66
453817.9276521681,6071926.833206028,-0.66
453817.9275628832,6071925.831684008,-0.66
453817.9274735982,6071924.830161988,-0.66
453817.9273843133,6071923.828639967,-0.66
453817.92729502835,6071922.827117947,-0.66
453817.9272057434,6071921.8255959265,-0.66
453818.0392725294,6071920.87056922,-0.66
453818.09370285185,6071919.891648795,-0.66
453818.09361356695,6071918.890126775,-0.66
453818.093524282,6071917.8886047555,-0.66
453818.2601106754,6071916.956179645,-0.66
453818.26002139045,6071915.9546576245,-0.66
453818.2599321055,6071914.953135604,-0.66
453818.2598428206,6071913.951613584,-0.66
453818.4264292141,6071913.019188474,-0.66
453818.4263399291,6071912.0176664535,-0.66
453818.42625064414,6071911.016144433,-0.66
453818.4261613592,6071910.014622413,-0.66
453818.5927477526,6071909.082197302,-0.66
453818.5926584677,6071908.080675282,-0.66
453818.7592448612,6071907.148250172,-0.66
453818.75915557623,6071906.1467281515,-0.66
453818.92574196967,6071905.214303041,-0.66
453818.9256526847,6071904.21278102,-0.66
453818.9997499892,6071903.242013722,-0.66
453819.0921497932,6071902.27883389,-0.66
453819.2375304561,6071901.337617752,-0.66
453819.25864690176,6071900.344886759,-0.66
453819.42523329525,6071899.412461649,-0.66
453819.4251440103,6071898.410939628,-0.66
453819.5917304037,6071897.478514519,-0.66
453819.5960722747,6071896.478829474,-0.66
453819.7582275122,6071895.544567388,-0.66
453819.9248139057,6071894.612142277,-0.66
453819.9247246207,6071893.610620257,-0.66
453820.09131101414,6071892.678195147,-0.66
453820.1905234417,6071891.717839549,-0.66
453820.2578081227,6071890.744248016,-0.66
453820.42439451616,6071889.811822906,-0.66
453820.54719414184,6071888.861245595,-0.66
453820.5908916247,6071887.877875775,-0.66
453820.7574780181,6071886.9454506645,-0.66
453820.9240644116,6071886.013025555,-0.66
453820.92397512664,6071885.011503534,-0.66
453821.0905615201,6071884.079078424,-0.66
453821.2571479135,6071883.146653314,-0.66
453821.25705862854,6071882.145131294,-0.66
453821.42364502203,6071881.212706183,-0.66
453821.4235557371,6071880.211184163,-0.66
453821.50018712744,6071879.241467392,-0.66
453821.5900528456,6071878.277237033,-0.66
453821.58996356063,6071877.275715012,-0.66
453821.58987427567,6071876.274192992,-0.66
453821.58978499076,6071875.272670971,-0.66
453821.5896957058,6071874.271148951,-0.66
453821.5555145091,6071873.28373538,-0.66
453821.4228537662,6071872.337076159,-0.66
453821.4227644812,6071871.335554139,-0.66
453821.31666044815,6071870.377904804,-0.66
453821.2559225416,6071869.401481348,-0.66
453821.0891698869,6071868.468930577,-0.66
453820.9224172322,6071867.536379806,-0.66
453820.75566457753,6071866.603829035,-0.66
453820.5889119228,6071865.671278263,-0.66
453820.4221592682,6071864.738727492,-0.66
453820.25540661346,6071863.806176721,-0.66
453820.08865395875,6071862.87362595,-0.66
453819.9219013041,6071861.941075179,-0.66
453819.89243547316,6071860.951710221,-0.66
453819.7550593645,6071860.007002387,-0.66
453819.5883067098,6071859.074451616,-0.66
453819.5882174248,6071858.072929596,-0.66
453819.42146477016,6071857.140378824,-0.66
453819.4158397751,6071856.141147679,-0.66
453819.2546228305,6071855.206306033,-0.66
453819.0878701759,6071854.273755262,-0.66
453818.94146892504,6071853.332782353,-0.66
453818.75436486653,6071852.408653719,-0.66
453818.5876122118,6071851.476102948,-0.66
453818.584856469,6071850.475684403,-0.66
453818.4207702722,6071849.542030157,-0.66
453818.2540176175,6071848.609479385,-0.66
453818.0872649628,6071847.676928614,-0.66
453817.92051230813,6071846.744377843,-0.66
453817.8727439815,6071845.762587111,-0.66
453817.7536703685,6071844.810305052,-0.66
453817.5869177138,6071843.877754281,-0.66
453817.4201650591,6071842.94520351,-0.66
453817.25341240445,6071842.012652739,-0.66
453817.08665974974,6071841.080101968,-0.66
453816.9199070951,6071840.147551197,-0.66
453816.80513146217,6071839.193490479,-0.66
453816.6862606433,6071838.241124496,-0.66
453816.44963143,6071837.337491138,-0.66
453816.2528964763,6071836.417348111,-0.66
453816.08614382165,6071835.48479734,-0.66
453815.91939116694,6071834.552246569,-0.66
453815.7526385123,6071833.619695798,-0.66
453815.5858858576,6071832.687145027,-0.66
453815.3831313343,6071831.769493113,-0.66
453815.0857171785,6071830.891014734,-0.66
453814.91896452376,6071829.958463962,-0.66
453814.8885593044,6071829.107561011,-0.66
453814.5139705166,6071828.3990935,-0.66
453814.25206780736,6071827.505919217,-0.66
453813.9229536951,6071826.640559411,-0.66
453813.75189912826,6071825.709788924,-0.66
453813.4496952685,6071824.833292695,-0.66
453813.25173044915,6071823.91365863,-0.66
453812.9764368418,6071823.026025979,-0.66
453812.75156177004,6071822.117528338,-0.66
453812.50317841535,6071821.218759263,-0.66
453812.25139309093,6071820.321398045,-0.66
453812.0846404362,6071819.388847273,-0.66
453811.7512244118,6071818.525267751,-0.66
453811.4178083874,6071817.661688229,-0.66
453811.084515559,6071816.798057725,-0.66
453810.9176397083,6071815.865557936,-0.66
453810.61125713255,6071814.990791009,-0.66
453810.4721851343,6071814.184858248,-0.66
453810.0975963466,6071813.476390737,-0.66
453809.8407659537,6071812.719190601,-0.66
453809.58393556037,6071811.961990465,-0.66
453808.4569528447,6072257.326453082,-0.28
453808.62353932136,6072256.394961398,-0.28
453808.4567867499,6072255.463344052,-0.28
453808.31763463974,6072254.520304651,-0.28
453808.2899449767,6072253.531138112,-0.28
453808.28985577496,6072252.530549517,-0.28
453808.0807592192,6072251.616455624,-0.28
453807.956350632,6072250.6673148265,-0.28
453807.78959806054,6072249.735697481,-0.28
453807.60836700874,6072248.810071847,-0.28
453807.2894295479,6072247.94143404,-0.28
453807.2339848908,6072247.101826761,-0.28
453806.97781404475,6072246.34528714,-0.28
453806.7891964508,6072245.422718322,-0.28
453806.6224438793,6072244.491100976,-0.28
453806.4556913079,6072243.559483631,-0.28
453806.28893873637,6072242.627866285,-0.28
453806.12218616495,6072241.696248939,-0.28
453806.0330296245,6072240.7325195875,-0.28
453805.91481835285,6072239.780814121,-0.28
453805.7885918203,6072238.832425654,-0.28
453805.62183924875,6072237.900808308,-0.28
453805.4550866773,6072236.969190964,-0.28
453805.28833410586,6072236.037573618,-0.28
453805.12158153433,6072235.105956272,-0.28
453804.9700339329,6072234.168046568,-0.28
453804.9547397612,6072233.173750333,-0.28
453804.78798718966,6072232.242132987,-0.28
453804.787897988,6072231.241544392,-0.28
453804.7878087862,6072230.240955797,-0.28
453804.62105621473,6072229.309338452,-0.28
453804.62096701306,6072228.308749857,-0.28
453804.45421444153,6072227.377132512,-0.28
453804.4541252398,6072226.376543918,-0.28
453804.28737266833,6072225.444926572,-0.28
453804.2872834666,6072224.444337977,-0.28
453804.1407435222,6072223.504355925,-0.28
453804.1204416934,6072222.5121320365,-0.28
453803.95368912193,6072221.580514692,-0.28
453803.78693655046,6072220.648897346,-0.28
453803.78684734873,6072219.648308751,-0.28
453803.62009477726,6072218.716691406,-0.28
453803.54923428636,6072217.745390496,-0.28
453803.45325300406,6072216.784485466,-0.28
453803.2865004326,6072215.852868121,-0.28
453803.1197478611,6072214.921250775,-0.28
453803.1196586594,6072213.9206621805,-0.28
453802.95290608786,6072212.989044836,-0.28
453802.78615351644,6072212.05742749,-0.28
453802.61940094497,6072211.1258101445,-0.28
453802.4857857174,6072210.180479383,-0.28
453802.45255917177,6072209.193604204,-0.28
453802.2858066003,6072208.261986858,-0.28
453802.1190540288,6072207.3303695135,-0.28
453801.95230145735,6072206.398752168,-0.28
453801.7855488858,6072205.467134822,-0.28
453801.6187963144,6072204.5355174765,-0.28
453801.54054842045,6072203.567273738,-0.28
453801.4519545412,6072202.603311537,-0.28
453801.28520196973,6072201.671694191,-0.28
453801.11844939826,6072200.7400768455,-0.28
453800.9516968268,6072199.808459501,-0.28
453800.83173366694,6072198.857479027,-0.28
453800.7848550535,6072197.87625356,-0.28
453800.6181024821,6072196.9446362145,-0.28
453800.4770998515,6072196.002362625,-0.28
453800.45126070885,6072195.012430275,-0.28
453800.28450813744,6072194.080812929,-0.28
453800.2402244309,6072193.098513598,-0.28
453800.11766636424,6072192.148606989,-0.28
453799.95091379277,6072191.216989644,-0.28
453799.950824591,6072190.216401049,-0.28
453799.8851377384,6072189.242959103,-0.28
453799.78398281784,6072188.284195109,-0.28
453799.78389361606,6072187.283606514,-0.28
453799.61714104464,6072186.351989169,-0.28
453799.61705184286,6072185.351400574,-0.28
453799.6169626411,6072184.35081198,-0.28
453799.6168734394,6072183.350223385,-0.28
453799.52869241533,6072182.386090329,-0.28
453799.4500316662,6072181.418017444,-0.28
453799.4499424645,6072180.41742885,-0.28
453799.4498532627,6072179.416840255,-0.28
453799.61643973936,6072178.48534857,-0.28
453799.6163505377,6072177.484759976,-0.28
453799.6162613359,6072176.484171381,-0.28
453799.6161721342,6072175.483582786,-0.28
453799.61608293245,6072174.482994192,-0.28
453799.7826694091,6072173.551502507,-0.28
453799.7825802074,6072172.550913912,-0.28
453799.78249100567,6072171.550325318,-0.28
453799.94907748234,6072170.618833633,-0.28
453799.9489882806,6072169.618245039,-0.28
453800.1155747573,6072168.686753354,-0.28
453800.28216123395,6072167.75526167,-0.28
453800.4487477106,6072166.823769985,-0.28
453800.5556414542,6072165.867532138,-0.28
453800.78192066395,6072164.9607866155,-0.28
453800.79210096196,6072163.964455335,-0.28
453801.0282853901,6072163.061816111,-0.28
453801.1465151437,6072162.11027771,-0.28
453801.3826995718,6072161.207638485,-0.28
453801.5009293254,6072160.256100084,-0.28
453801.6191590797,6072159.304561682,-0.28
453801.7813503223,6072158.371247914,-0.28
453801.97357326146,6072157.450384056,-0.28
453802.11452327564,6072156.508264544,-0.28
453802.2811097523,6072155.576772859,-0.28
453802.447696229,6072154.645281175,-0.28
453802.61428270565,6072153.71378949,-0.28
453802.8006313785,6072152.790490403,-0.28
453802.947455659,6072151.850806122,-0.28
453803.15504556085,6072150.936312778,-0.28
453803.3912299883,6072150.033673553,-0.28
453803.5094597425,6072149.082135152,-0.28
453803.74564417,6072148.179495927,-0.28
453803.9470637208,6072147.262444609,-0.28
453804.11365019745,6072146.330952924,-0.28
453804.2802366741,6072145.39946124,-0.28
453804.4468231508,6072144.4679695545,-0.28
453804.69065696147,6072143.568501451,-0.28
453804.9268413896,6072142.665862227,-0.28
453805.1132582592,6072141.742591411,-0.28
453805.27984473587,6072140.811099726,-0.28
453805.44643121253,6072139.879608042,-0.28
453805.61301768926,6072138.9481163565,-0.28
453805.77960416593,6072138.016624672,-0.28
453805.99008393555,6072137.103329349,-0.28
453806.22626836307,6072136.200690125,-0.28
453806.34449811734,6072135.249151723,-0.28
453806.5806825448,6072134.346512499,-0.28
453806.7792122276,6072133.4282631595,-0.28
453806.94579870434,6072132.496771474,-0.28
453807.112385181,6072131.56527979,-0.28
453807.2789716577,6072130.633788105,-0.28
453807.44555813435,6072129.702296421,-0.28
453807.6121446111,6072128.770804736,-0.28
453807.77873108775,6072127.839313052,-0.28
453807.8803845984,6072126.880902818,-0.28
453807.99861435196,6072125.929364418,-0.28
453808.11684410553,6072124.977826016,-0.28
453808.3530285337,6072124.075186792,-0.28
453808.47125828726,6072123.12364839,-0.28
453808.61157426937,6072122.181266034,-0.28
453808.9436271435,6072121.318369941,-0.28
453809.0821163864,6072120.513293351,-0.28
453809.11135831673,6072119.662927299,-0.28
453809.27795710205,6072118.869503774,-0.28
453809.50937429577,6072118.049256078,-0.28
453809.6111423641,6072117.144588564,-0.28
453809.6160889477,6072116.146087599,-0.28
453809.777639639,6072115.2125082845,-0.28
453809.9442261157,6072114.281016599,-0.28
453810.1108125924,6072113.349524915,-0.28
453810.27739906905,6072112.41803323,-0.28
453810.32519239077,6072111.437294769,-0.28
453810.44389634393,6072110.485952951,-0.28
453810.6104828206,6072109.554461267,-0.28
453810.7770692973,6072108.622969582,-0.28
453810.943655774,6072107.691477898,-0.28
453811.11024225067,6072106.7599862125,-0.28
453811.11015304894,6072105.7593976185,-0.28
453811.2767395256,6072104.827905933,-0.28
453811.2766503239,6072103.827317338,-0.28
453811.44323680055,6072102.895825654,-0.28
453811.44314759877,6072101.89523706,-0.28
453811.60973407543,6072100.963745375,-0.28
453811.60964487377,6072099.96315678,-0.28
453811.74422451673,6072099.018396374,-0.28
453811.7761421487,6072098.031076501,-0.28
453811.9427286254,6072097.099584817,-0.28
453811.9426394236,6072096.098996222,-0.28
453812.10922590026,6072095.167504538,-0.28
453812.275812377,6072094.236012853,-0.28
453812.2757231752,6072093.235424259,-0.28
453812.4423096519,6072092.303932574,-0.28
453812.4422204502,6072091.303343979,-0.28
453812.45442827867,6072090.307853229,-0.28
453812.6087177251,6072089.3712637,-0.28
453812.60862852336,6072088.370675106,-0.28
453812.77521500003,6072087.4391834205,-0.28
453812.7751257983,6072086.438594826,-0.28
453812.92762237403,6072085.501262045,-0.28
453812.94162307325,6072084.506514546,-0.28
453812.9415338715,6072083.505925952,-0.28
453813.1081203482,6072082.574434267,-0.28
453813.27470682486,6072081.642942583,-0.28
453813.27461762313,6072080.642353988,-0.28
453813.4412040998,6072079.710862303,-0.28
453813.441114898,6072078.710273709,-0.28
453813.51959638245,6072077.742257303,-0.28
453813.607612173,6072076.77819343,-0.28
453813.7741986497,6072075.846701745,-0.28
453813.77410944796,6072074.84611315,-0.28
453813.9406959246,6072073.914621466,-0.28
453813.94060672284,6072072.914032871,-0.28
453814.1071931995,6072071.982541187,-0.28
453814.1071039978,6072070.981952592,-0.28
453814.27369047445,6072070.050460908,-0.28
453814.4402769511,6072069.1189692225,-0.28
453814.44018774945,6072068.118380628,-0.28
453814.6067742261,6072067.186888943,-0.28
453814.7733607028,6072066.255397259,-0.28
453814.773271501,6072065.254808664,-0.28
453814.93985797773,6072064.323316979,-0.28
453814.93976877595,6072063.322728385,-0.28
453815.1063552526,6072062.3912367,-0.28
453815.2729417293,6072061.459745016,-0.28
453815.4118226032,6072060.516767723,-0.28
453815.5300523568,6072059.565229322,-0.28
453815.6060254809,6072058.596173052,-0.28
453815.7726119576,6072057.664681368,-0.28
453815.9391984343,6072056.7331896825,-0.28
453815.93910923257,6072055.7326010885,-0.28
453816.10569570924,6072054.801109403,-0.28
453816.10560650745,6072053.800520808,-0.28
453816.2721929841,6072052.869029124,-0.28
453816.4387794608,6072051.93753744,-0.28
453816.5941201415,6072051.001383709,-0.28
453816.7719524142,6072050.074554071,-0.28
453816.8305796487,6072049.0983069055,-0.28
453816.93844968907,6072048.142473792,-0.28
453817.10503616574,6072047.210982107,-0.28
453817.18526891014,6072046.243691701,-0.28
453817.27153344074,6072045.2789018275,-0.28
453817.4381199174,6072044.347410143,-0.28
453817.6047063941,6072043.415918458,-0.28
453817.77129287075,6072042.484426774,-0.28
453817.9378793474,6072041.552935089,-0.28
453818.1044658241,6072040.621443405,-0.28
453818.27105230076,6072039.689951721,-0.28
453818.4376387774,6072038.758460036,-0.28
453818.4375495757,6072037.757871441,-0.28
453818.60413605237,6072036.826379756,-0.28
453818.77072252904,6072035.894888072,-0.28
453818.8399353047,6072034.923029238,-0.28
453818.937219804,6072033.962807792,-0.28
453819.10380628065,6072033.031316108,-0.28
453819.2703927573,6072032.099824423,-0.28
453819.4308089942,6072031.16577481,-0.28
453819.43689003226,6072030.167744144,-0.28
453819.6034765089,6072029.23625246,-0.28
453819.77006298566,6072028.304760775,-0.28
453819.76997378387,6072027.304172181,-0.28
453819.93656026054,6072026.3726804955,-0.28
453820.0222328433,6072025.407645225,-0.28
453820.1030575355,6072024.440600216,-0.28
453820.26964401215,6072023.509108532,-0.28
453820.2695548104,6072022.508519937,-0.28
453820.37719718437,6072021.552592441,-0.28
